Rank,Hebrew,English,cefr_level,confidence,source
7910,שכזה,such / like this (m.),A1,0.431,model_predicted
7911,שבצפון,that is in the north,A1,0.795,model_predicted
7912,שרר,prevailed,C1,0.546,model_predicted
7913,שרצה,that/who wanted (m.s.) / that/who runs,A1,1.0,concordance
7914,שנוי,controversial / in dispute (m.s.),C1,0.509,model_predicted
7915,קריאות,calls,A1,0.71,model_predicted
7916,קרים,cold (pl.),A1,0.721,model_predicted
7917,פיתחו,developed (pl.),B2,0.344,model_predicted
7918,פלג,section / division / stream / creek,B2,1.0,concordance
7919,פעילי,activists of,C1,0.509,model_predicted
7920,פחותה,less / inferior / lesser (f.s.),A1,0.55,model_predicted
7921,פרסמה,published / advertised (f.s.),B1,0.34,model_predicted
7922,חמורים,serious / severe (m.pl.) / donkeys,B1,0.492,model_predicted
7923,זרימת,the flow of,B1,0.382,model_predicted
7924,חסות,protection / patronage,C1,0.399,model_predicted
7925,חסרות,lacking (f.pl.),C1,0.465,model_predicted
7926,המתקיימת,that exists / that takes place / that is held (f.s.),A1,0.795,model_predicted
7927,המתח,the tension / the suspense / the voltage / the trapeze,B2,0.367,model_predicted
7928,המטבע,the coin,A2,0.557,model_predicted
7929,הלהקה,the band,A1,1.0,concordance
7930,הורג,kills (m.s.),B1,0.379,model_predicted
7931,השכל,the mind,A2,0.391,model_predicted
7932,החום,the heat / the fever / the temperature / the brown,A2,0.388,model_predicted
7933,החזיק,held (m.s.),B1,0.559,model_predicted
7934,הארוכות,the long (f.pl.),A1,0.78,model_predicted
7935,הדלק,the fuel,A2,0.516,model_predicted
7936,הבחינו,observed (pl.),C1,0.555,model_predicted
7937,הרשימה,the list,A1,0.673,model_predicted
7938,הרע,the bad,A1,1.0,concordance
7939,הרגילים,the ordinary / the usual / the regular / the experienced / that/who are used to (m.pl.),A1,1.0,concordance
7940,הצלה,rescue,C1,0.367,model_predicted
7941,הסעודה,the meal,A1,0.841,model_predicted
7942,דעתם,their opinion,A1,0.667,model_predicted
7943,גושי,lumps of / blocks of / masses of / regions of,B1,1.0,concordance
7944,גאון,genius,C1,1.0,concordance
7945,גז,gas / shearing,A2,1.0,concordance
7946,במעמד,in a position / [in] a class / [in] a pedestal / at a scene / in the presence of,B1,1.0,concordance
7947,במרוצת,during the,B1,0.418,model_predicted
7948,בכניסה,when entering / at an entrance / at the entrance,A1,0.801,model_predicted
7949,בכנס,at a conference / at the conference,B1,0.353,model_predicted
7950,בדמותו,in his shape of / in his image,A1,0.788,model_predicted
7951,בגדים,clothes,A1,0.753,model_predicted
7952,ברשות,with permission / with the permission of / led by / headed by / in the authority,A1,0.565,model_predicted
7953,ריקה,empty (f.s.),A2,0.441,model_predicted
7954,רוק,saliva,B1,0.333,model_predicted
7955,רעידת,vibration of,C1,0.432,model_predicted
7956,רחבות,wide (f.pl.) / squares,B1,0.345,model_predicted
7957,סופות,storms,B1,0.386,model_predicted
7958,סוכר,sugar,A1,0.516,model_predicted
7959,נמלט,escaped (m.s.),B2,0.328,model_predicted
7960,נוטים,inclined / tend to / tilted (m.pl.),C1,0.605,model_predicted
7961,נסוג,withdrew / retreated (m.s.),C1,0.487,model_predicted
7962,מנהיגיה,her/its leaders,A1,0.819,model_predicted
7963,כמדינה,as a state / as the state,A2,0.303,model_predicted
7964,למרידה,to/for a mutiny / to/for the mutiny,C1,0.519,model_predicted
7965,לפקד,to command,A2,0.506,model_predicted
7966,תביא,you will bring / she will bring,A1,0.851,model_predicted
7967,המינהל,the administration / the management,B2,1.0,concordance
7968,הוראת,order of / instruction of,A2,0.498,model_predicted
7969,בתביעה,in a law suit / in a prosecution / in the law suit / in the prosecution,A2,0.312,model_predicted
7970,בריתה,Brita (a birth party for a girl),A1,1.0,concordance
7971,סוכנים,agents,B2,1.0,concordance
7972,מגנים,defend (m.pl.) / shields,B2,0.371,model_predicted
7973,למצור,to/for a siege / to/for the siege,C1,0.368,model_predicted
7974,להתיישב,to sit / to settle,A1,0.79,model_predicted
7975,ויחידות,and the unit of / and the squad of,A2,0.277,model_predicted
7976,ולהגיע,and to arrive,B1,0.39,model_predicted
7977,ולהביא,and to bring,A1,0.722,model_predicted
7978,והיחסים,and the relations,B2,0.387,model_predicted
7979,והצליח,and succeeded (m.s.),B2,0.354,model_predicted
7980,חיזוי,forecasting / prediction,C1,0.561,model_predicted
7981,חתמה,signed (f.s.),B1,0.372,model_predicted
7982,הועלה,was raised / was lifted / was increased / was brought up (m.s.),A2,0.447,model_predicted
7983,החפירות,the excavation / the digging,C1,0.55,model_predicted
7984,דרומיים,southern (m.pl.),A2,0.393,model_predicted
7985,בשליטה,under control,B1,1.0,concordance
7986,בשושלת,in the dynasty / in a dynasty,C1,0.557,model_predicted
7987,מספרם,their number / from their book,A1,0.667,model_predicted
7988,לתוצאה,to a result / to the result,A2,0.36,model_predicted
7989,תוצאת,the result of / the consequence of,A2,0.36,model_predicted
7990,תכננו,planned / designed (pl.),A2,0.382,model_predicted
7991,ואנשיו,and his people,A1,0.788,model_predicted
7992,ובמזרח,and at the east / and to the east,A2,0.547,model_predicted
7993,שיאפשר,that will enable / that will facilitate (m.s.),A1,0.795,model_predicted
7994,שכזו,such / like this (f.),A1,0.431,model_predicted
7995,קשתות,arches / bows / rainbows / curvatures,C1,0.452,model_predicted
7996,פונו,were evacuated,A1,0.62,model_predicted
7997,כבלתי,"as im-, as in-, as un-, as dis-",B1,0.306,model_predicted
7998,הוכרזה,was proclaimed / was announced / was declared (f.s.),A2,0.447,model_predicted
7999,הפיכת,revolution of / conversion of / turning of / inversion of,B2,1.0,concordance
8000,העשירים,the rich (m.pl.),A2,0.459,model_predicted
8001,ההערכות,the assessments / the estimations / the appreciations / the credits,C1,0.567,model_predicted
8002,הדתיים,the religious (m.pl.),B2,0.359,model_predicted
8003,הציוד,the equipment,A2,0.438,model_predicted
8004,בכסף,with money / with the money,A1,0.565,model_predicted
8005,מתנגדים,resist / object (m.pl.),C1,0.383,model_predicted
8006,מוגברת,enhanced / amplified / strengthened,C1,0.597,model_predicted
8007,מוצב,placed / positioned / posted (m.s.) / post / position (military),A2,1.0,concordance
8008,משיקולים,of considerations / for reasons,B2,0.4,model_predicted
8009,מפות,maps,A2,0.521,model_predicted
8010,מעברו,beyond it / from its other side / his/its pass / his/its transfer,B2,0.332,model_predicted
8011,מסילות,tracks,A2,0.538,model_predicted
8012,יוזמה,initiative / enterprise,C1,1.0,concordance
8013,למפקד,to/for a commander / to/for the commander / to/for a census / to/for a muster / to/for the census / to/for the muster,B2,0.369,model_predicted
8014,לשירות,at the service of / to/for the service,B1,1.0,concordance
8015,לפרסום,to/for a fame / to/for a publication / to/for an advertisement / to/for advertising / to/for the fame / to/for the publication / to/for the advertisement / to/for the advertising / lapirsum / [of],C1,0.422,model_predicted
8016,לזכויות,for/to rights / for/to privileges,A1,0.749,model_predicted
8017,לטווח,to a range / for a [long / short] run,B1,0.372,model_predicted
8018,והחברה,and the company / and the society,A2,0.465,model_predicted
8019,ובהתאם,and accordingly,C1,0.494,model_predicted
8020,שהתקבלה,that was received / that was accepted (f.s.),A1,0.795,model_predicted
8021,פעילה,active / activist (f.s.),B2,0.308,model_predicted
8022,אירעה,happened / occurred (f.s.),A1,0.438,model_predicted
8023,אחריות,responsibility,B2,0.352,model_predicted
8024,אזרחיים,civilian / civil (m.pl.),C1,0.386,model_predicted
8025,זנים,species / feed (m.pl.),C1,0.394,model_predicted
8026,כוחה,her power / her force / her strength,A1,0.819,model_predicted
8027,כניסה,entrance,B1,0.355,model_predicted
8028,כנגדם,against / contrary to / in exchange to,B2,0.346,model_predicted
8029,המיועד,the intended / the designated,B1,0.394,model_predicted
8030,המודרניים,the modern (m.pl.),A2,0.417,model_predicted
8031,המרכיבות,that assemble / that constitute (f.pl),A1,0.795,model_predicted
8032,התכוון,meant / intended (m.s.),A2,0.319,model_predicted
8033,הושפעו,were influenced / were affected,A1,0.62,model_predicted
8034,הוכח,has been proved (m.s.),A2,0.432,model_predicted
8035,השמדת,destroy of / extermination of / you destroyed (m.s.) / you destroyed (f.s.),B2,0.379,model_predicted
8036,הענקית,the huge / the giant (f.s.),A2,0.381,model_predicted
8037,האחריות,the responsibility,B2,0.352,model_predicted
8038,החברתיים,the social (m.pl.),B1,0.355,model_predicted
8039,הגנת,defense of,B2,0.371,model_predicted
8040,הרמות,the heights / the levels,A2,0.412,model_predicted
8041,הצביעו,voted / raised their hand / pointed at / indicated (pl.),A1,1.0,concordance
8042,הצטרפות,joining,B2,0.384,model_predicted
8043,הספיקו,were sufficient / were adequate / met the deadline,A1,0.62,model_predicted
8044,הנמוכות,the low / the short (f.pl.),A2,0.406,model_predicted
8045,באיי,on/in the islands of,A2,0.383,model_predicted
8046,צירוף,combination / addition,B2,0.4,model_predicted
8047,נבע,stemmed from / derived from / spouted,B2,0.291,model_predicted
8048,ממתכת,[made] of metal,A1,0.448,model_predicted
8049,ממחצית,[of] half,A1,0.445,model_predicted
8050,מיקומו,his location,A1,0.788,model_predicted
8051,מתאימה,suitable / appropriate / applicable / identical (f.s.),C1,0.375,model_predicted
8052,מוצגות,are introduced / are displayed / are presented / are exhibited (f.pl.),A1,0.786,model_predicted
8053,משמשות,are used for (f.pl.),A1,0.786,model_predicted
8054,מכריע,decisive / crucial (m.s.),C1,0.495,model_predicted
8055,מגיעות,arrive (f.pl.),B1,0.39,model_predicted
8056,מגעים,contacts / touch,A2,0.4,model_predicted
8057,מרווח,gap / spaced,B2,0.356,model_predicted
8058,מראשי,from my head / of/from the leaders of,A1,0.672,model_predicted
8059,מנהיגים,leaders,B1,0.287,model_predicted
8060,יורשו,his heir / his successor,A1,0.788,model_predicted
8061,למוזיקה,to/for music / to/for the music,A1,0.736,model_predicted
8062,למערכות,to/for systems / to/for editorial boards / to/for fights / to/for campaigns / to/for the systems / to/for the editorial boards / to/for the fights / to/for the campaigns / to/for the systems of / to/for the editorial boards of / to/for the fights of / to/for the / lema'arkhot / campaigns of,B1,1.0,concordance
8063,לתוצאות,to/for results / to/for the results / to/for the results of,A2,0.36,model_predicted
8064,לשיקום,for rehabilitation / for reconstruction / for the rehabilitation / for the reconstruction,C1,0.565,model_predicted
8065,לשידור,to/for the broadcast / to/for a broadcast,B1,0.408,model_predicted
8066,לשונו,his tongue / his language,A1,0.788,model_predicted
8067,לקה,was stricken / was beaten,A2,0.447,model_predicted
8068,לכונן,to establish,C1,0.473,model_predicted
8069,להמשך,for later,A1,0.689,model_predicted
8070,להפגין,to demonstrate,C1,0.477,model_predicted
8071,להפריד,to separate,B1,1.0,concordance
8072,לגרש,to expel / to deport,C1,0.456,model_predicted
8073,לרשימת,to the list of,A1,0.673,model_predicted
8074,לרעה,adversely / for the worse,C1,0.571,model_predicted
8075,לסירוגין,alternately / intermittently,C1,0.487,model_predicted
8076,תיירים,tourists,A2,1.0,concordance
8077,תרשים,sketch / chart / graph,B2,1.0,concordance
8078,וייתכן,and it is possible / and perhaps / and possibly,A2,0.409,model_predicted
8079,ויצר,and created / and made (m.s.),B1,0.388,model_predicted
8080,ואינה,and is not / and is not here (f.s.),A1,0.569,model_predicted
8081,וזכתה,and won (f.s.),A2,0.499,model_predicted
8082,והאמנות,and the art,A1,0.624,model_predicted
8083,והביאו,and brought (pl.),A1,0.596,model_predicted
8084,ובא,and came (m.s.),A1,0.759,model_predicted
8085,ונאלץ,and was forced / and was compelled,A2,0.447,model_predicted
8086,שלטונם,their rule / their reign,A1,0.667,model_predicted
8087,שתוכנן,which content (f.pl.),A1,0.768,model_predicted
8088,שאליה,that to her,A1,0.795,model_predicted
8089,שבתחילה,that at first / that at the beginning,A1,0.795,model_predicted
8090,פופולרית,popular (f.s.),B1,0.413,model_predicted
8091,פעילים,activists,C1,0.509,model_predicted
8092,פעילויות,activities,B1,0.432,model_predicted
8093,עתיקים,ancient / old (m.pl.),C1,0.314,model_predicted
8094,ערכי,values of / ideological / my value,B2,0.31,model_predicted
8095,איזון,balance,B2,0.343,model_predicted
8096,אירעו,happened / occurred (pl.),A1,0.438,model_predicted
8097,חבלי,throes of / ropes of,B2,0.377,model_predicted
8098,כתובה,written (f.s.) / Jewish marriage contract,A1,0.551,model_predicted
8099,כונתה,was named (f.s.),A2,0.447,model_predicted
8100,כניסתו,his entrance,A1,0.788,model_predicted
8101,המושבים,the cooperative settlements / the seats / the sessions,C1,0.539,model_predicted
8102,המשתמשים,that/who use (m.pl.) / the users,A1,1.0,concordance
8103,המפורסמת,the famous / the well known (f.s.),A2,0.399,model_predicted
8104,המעטים,the few,A1,0.538,model_predicted
8105,המאוחר,the late / the later,A1,0.812,model_predicted
8106,המבוססים,the well established / the well based / that are based [on] (m.pl.),A1,0.773,model_predicted
8107,הלאומיות,the national (f.pl.) / the nationality / the patriotism,A2,1.0,concordance
8108,התקופות,the periods,A2,0.396,model_predicted
8109,השמאלי,the left (adj.) / the left handed (m.s.),A1,0.619,model_predicted
8110,הקתדרלה,the cathedral,B1,0.297,model_predicted
8111,הקשות,the difficult / the hard (f.pl.),A2,0.394,model_predicted
8112,הפלדה,the steel,A2,0.523,model_predicted
8113,הפופולרי,the popular (m.s.),B1,0.413,model_predicted
8114,האופי,the character / the nature,B1,0.372,model_predicted
8115,הכלכליים,the economic (m.pl.),B2,0.354,model_predicted
8116,הכנסות,income,B2,0.29,model_predicted
8117,ההרוגים,the casualties,C1,0.46,model_predicted
8118,הציבוריים,the public (m.pl.),B1,0.421,model_predicted
8119,הנמוכים,the low / the short (m.pl.),A2,0.406,model_predicted
8120,הנחת,the satisfaction / the complacence / the laying [of] / the Marine Corps member,B1,0.391,model_predicted
8121,גילויים,discoveries,C1,0.515,model_predicted
8122,גופתו,his body / his corpse,A1,0.788,model_predicted
8123,בלוחות,on boards / on the boards of / on the boards,A2,0.429,model_predicted
8124,בשנותיה,in her years,A1,0.819,model_predicted
8125,בעודם,while they,A1,0.621,model_predicted
8126,בחיילים,with/among soldiers / with/among the soldiers,A1,0.565,model_predicted
8127,בביקור,[in] a visit / visiting,A1,0.516,model_predicted
8128,בבעיות,[in] problems / [in] the problems,A1,1.0,concordance
8129,ראשים,heads,A1,0.517,model_predicted
8130,רהיטים,furniture,A1,0.475,model_predicted
8131,ציודם,their equipment,A1,0.667,model_predicted
8132,צפייה,watch / observation,A1,0.795,model_predicted
8133,ספג,absorbed / blotted (m.s.),C1,0.512,model_predicted
8134,ניסח,phrased (m.s.),C1,0.448,model_predicted
8135,לרצח,to the murder / to a murder,B1,0.435,model_predicted
8136,תקנות,regulations / rules / remedies,C1,0.533,model_predicted
8137,שנרצחו,who were murdered,A1,1.0,concordance
8138,ערוצים,channels,A1,0.418,model_predicted
8139,חרות,freedom,C1,0.45,model_predicted
8140,ההכשרה,the training,B1,0.388,model_predicted
8141,גורדי,scrapers of,B2,0.371,model_predicted
8142,מיהודי,from a Jew,A1,0.672,model_predicted
8143,מסי,taxes of / my taxes,A2,0.309,model_predicted
8144,למשימות,to/for tasks / to/for assignments / to/for missions / to/for the tasks / to/for the assignments / to/for the missions,B2,1.0,concordance
8145,לגדוד,to/for a regiment / to/for the regiment,C1,0.346,model_predicted
8146,פועלו,his deeds,A1,0.788,model_predicted
8147,חורבן,ruin / destruction,C1,0.51,model_predicted
8148,השירותים,the services / the toilets,B1,1.0,concordance
8149,הקהילות,the communities,B1,0.337,model_predicted
8150,הגרדום,the gallows,B2,0.366,model_predicted
8151,דחפורי,the bulldozers of,B2,0.328,model_predicted
8152,במאורעות,in events / in the events / in the events of,B1,0.505,model_predicted
8153,סלעי,rocky,B1,0.317,model_predicted
8154,משקעים,precipitate / sediments,C1,0.532,model_predicted
8155,ליישוב,to/for a settlement / to settle / to/for the settlement,C1,0.501,model_predicted
8156,לתעשייה,for industry / for the industry,B2,0.367,model_predicted
8157,תערוכות,shows / exhibitions,A1,0.682,model_predicted
8158,הכלליים,the general (m.pl.),B1,1.0,concordance
8159,הגבורה,the heroism / the bravery,C1,0.535,model_predicted
8160,הבולטות,the protruding / that stand out (f.pl.),A2,1.0,concordance
8161,מובא,is brought (m.s.),A1,0.596,model_predicted
8162,מכוונת,directs / adjusts / tunes (f.s.) / intentional / adjusted / tuned (f.s.),C1,0.456,model_predicted
8163,מגדלי,towers of,A2,0.454,model_predicted
8164,תחנה,station,A1,1.0,concordance
8165,שבילי,paths of,A2,0.481,model_predicted
8166,כתגובה,in response,B1,0.451,model_predicted
8167,המשכיות,continuity,C1,0.604,model_predicted
8168,הלשכה,the chamber / the office,B2,0.329,model_predicted
8169,הריסה,demolition / destruction,C1,0.577,model_predicted
8170,בבשורה,in the news,A1,0.623,model_predicted
8171,רבנים,rabbis,B2,0.304,model_predicted
8172,מחולקת,divided / split (f.s.),C1,0.45,model_predicted
8173,לתאוריה,to/for the theory / to/for a theory / for planning / for a design / for a layout / for the planning of / for the design of / for the,B1,1.0,concordance
8174,לתכנון,letikhnun / layout of / for the planning / for the design / for the layout,B1,1.0,concordance
8175,לוותה,borrowed / took a loan (f.s.),C1,0.432,model_predicted
8176,תיכון,middle (m.s.) / median (m.s.) / high school / Mediterranean (sea),A2,0.418,model_predicted
8177,תלמוד,Talmud / learning,C1,0.465,model_predicted
8178,תושביה,its residents,A1,0.823,model_predicted
8179,תוספות,additions / supplements,C1,0.341,model_predicted
8180,תצורה,configuration / formation,C1,0.546,model_predicted
8181,שמספר,that/who tells / that a number / that a few,A1,1.0,concordance
8182,שבמהלכו,that during it,A1,0.795,model_predicted
8183,שבירה,breaking / fragile (f.s.),B2,0.341,model_predicted
8184,שנבנתה,that was built (f.),A1,0.795,model_predicted
8185,קרוי,is called (m.s.),A1,0.664,model_predicted
8186,פרויקטים,projects,A2,0.403,model_predicted
8187,אטומי,atomic / atoms of,B2,1.0,concordance
8188,כחבר,as a friend,A1,0.768,model_predicted
8189,המאפיין,the characteristic / that characterizes,C1,0.587,model_predicted
8190,הכותב,the writer / the author,A1,0.471,model_predicted
8191,גירוש,expulsion / deportation,C1,0.567,model_predicted
8192,גופני,physical,B1,0.444,model_predicted
8193,בתיאטרון,in/at a theater / in/at the theater,A2,0.335,model_predicted
8194,בתחנת,at the station of,A1,1.0,concordance
8195,בעשור,by a decade / in the decade,A2,0.312,model_predicted
8196,בדברי,in what I said / in what [X] said,A1,0.776,model_predicted
8197,ספיר,sapphire / countable,B2,0.297,model_predicted
8198,משלים,complementary / proverbs / allegories,C1,0.591,model_predicted
8199,מבוססות,well established / well based / are based on (f.pl.),A1,0.773,model_predicted
8200,ייבוש,drying,B2,0.403,model_predicted
8201,למיתוס,to a myth / to the myth,C1,0.502,model_predicted
8202,לירידה,to/for going down / to/for coming down / to/for a descent / to/for a decrease / to/for the going down / to/for the coming down / to/for the descent / to/for the decrease,A1,0.708,model_predicted
8203,לבדיקה,for examination / to/for the examination,B2,0.393,model_predicted
8204,תפקודו,his function,A1,0.788,model_predicted
8205,ומקומות,and places,A1,0.561,model_predicted
8206,ובתו,and his daughter,A1,0.788,model_predicted
8207,שלעיל,the aforementioned,C1,0.487,model_predicted
8208,שורשי,fundamental / deep rooted / roots of / my roots,C1,0.473,model_predicted
8209,שהפכו,that inverted / that converted / that turned / that become / that transformed (pl.),A1,0.795,model_predicted
8210,פסיכולוגים,psychologists,C1,0.445,model_predicted
8211,עומק,depth,C1,0.516,model_predicted
8212,חלוקות,divisions,B2,1.0,concordance
8213,אטומים,atoms / sealed / opaque (m.pl.),B2,1.0,concordance
8214,המשקל,the weight / the scale,A1,0.432,model_predicted
8215,התפקידים,the roles / the duties / the capacities,B1,0.431,model_predicted
8216,התגורר,lived / dwelt (m.s.),A1,0.324,model_predicted
8217,השורה,the line,A1,0.553,model_predicted
8218,הקשורה,that is tied / that is linked / that is connected (f.s.),A1,0.795,model_predicted
8219,הקדמון,the prehistoric / the ancient / the primitive (m.s.),C1,1.0,concordance
8220,העשיר,the rich (m.s.) / enriched (m.s.),A2,0.459,model_predicted
8221,החלל,the space,A2,0.514,model_predicted
8222,הבמה,the stage,B1,0.447,model_predicted
8223,הבדיוני,the fiction,B2,0.379,model_predicted
8224,הצמיחה,the growth,B1,0.318,model_predicted
8225,במלואה,to its full (f.s.),A1,0.823,model_predicted
8226,במדליית,[in] the medal of,B1,0.371,model_predicted
8227,ביניים,mid / middle / intermediate,B1,0.349,model_predicted
8228,בתאי,in the cells of / in my cell,A1,0.391,model_predicted
8229,בשכונת,in the neighborhood of,A2,0.342,model_predicted
8230,בחברת,in the company of / in the society of,A2,0.465,model_predicted
8231,עירייה,municipality,C1,0.289,model_predicted
8232,חוג,circle / social group / course,A2,0.406,model_predicted
8233,בטון,concrete,B1,0.317,model_predicted
8234,לכהן,to serve [as] / to hold office,A2,0.466,model_predicted
8235,מוסלמית,Muslim (adj.) (f.s.),A2,0.348,model_predicted
8236,קבועים,constant / fixed / regular / permanent (m.pl.),C1,0.396,model_predicted
8237,הפרטית,the private (f.s.),B1,0.324,model_predicted
8238,תפילת,prayer of,B2,0.396,model_predicted
8239,שבעל,that an owner / that a husband,A1,0.795,model_predicted
8240,ממלא,fills (m.s.),A1,0.609,model_predicted
8241,שעבד,that/who worked,A1,1.0,concordance
8242,כוללות,include (f.pl.),A2,0.419,model_predicted
8243,כותבי,the writers of / the authors of,A1,0.471,model_predicted
8244,השיטות,the methods,B1,0.354,model_predicted
8245,הפרסום,the fame / the publication / the advertisement / the advertising,C1,0.422,model_predicted
8246,במישור,on a plane / on a level / on the plane of / on the level of / on the plane / on the level,A1,0.465,model_predicted
8247,תאורה,illumination / lightning,C1,0.502,model_predicted
8248,תרומת,donation of / contribution of,B2,0.393,model_predicted
8249,והוביל,and led / and transported (m.s.),A2,0.357,model_predicted
8250,שודר,was broadcast (m.s.),A2,0.447,model_predicted
8251,חיצוני,external,B1,0.354,model_predicted
8252,המופיעה,that/who appears / that/who performs (f.s.),A1,1.0,concordance
8253,הפופולרית,the popular (f.s.),B1,0.413,model_predicted
8254,הכתב,the writing (n.) / the reporter,B1,1.0,concordance
8255,הבסיסיות,the basic (f.pl.),B1,1.0,concordance
8256,הנחשב,that is considered,A1,0.795,model_predicted
8257,בתרופות,in/with the medications / in/with the drugs / in/with medications / in/with drugs,A1,0.565,model_predicted
8258,בפרקים,in chapters / in joints / in the chapters / in the joints,A1,0.464,model_predicted
8259,בנם,their son,A1,0.667,model_predicted
8260,ספיקת,capacity of / flow of / discharge of,C1,0.521,model_predicted
8261,מטופלת,patient / is taken care of (f.s.),B1,0.345,model_predicted
8262,לשוניים,linguistic (pl.),C1,0.394,model_predicted
8263,המפיק,the producer / that/who produces,A1,1.0,concordance
8264,המילולי,the verbal / the literal,B2,0.36,model_predicted
8265,לסרטן,to crab / to cancer / to/for the crab / to/for the cancer,B1,0.352,model_predicted
8266,זוגי,even / dual / for two,C1,1.0,concordance
8267,המתקיים,that exists / that takes place / that is held (m.s.),A1,0.795,model_predicted
8268,הניב,produced / yielded / the idiom / the tusk,B2,1.0,concordance
8269,טכניקות,techniques,B2,0.391,model_predicted
8270,שגילה,that/who discovered,A1,1.0,concordance
8271,טעויות,mistakes,A2,0.463,model_predicted
8272,לענפים,to/for branches / to/for fields / to/for the branches / to/for the fields,B2,0.299,model_predicted
8273,פירמידה,pyramid,C1,0.312,model_predicted
8274,חלל,space,A2,0.514,model_predicted
8275,ממדי,dimensions of,B2,1.0,concordance
8276,מסייעת,assists / helps (f.s.),B1,0.37,model_predicted
8277,אקולוגית,ecologic,C1,0.561,model_predicted
8278,המשמשות,that are used for (f.pl.),A1,0.795,model_predicted
8279,המכילות,that contain (f.pl.),A1,0.795,model_predicted
8280,מתפרק,falls apart / decomposed (m.s.),A2,1.0,concordance
8281,אלת,goddess of,C1,0.416,model_predicted
8282,התפתחותית,developmental,C1,0.547,model_predicted
8283,זקוקים,need (m.pl.),A1,0.739,model_predicted
8284,הגדלים,that grow (m.s.),A1,0.795,model_predicted
8285,למינים,to/for kinds / to/for species / to/for genders / to/for the kinds / to/for the species / to/for the genders,A1,1.0,concordance
8286,שריפות,fires,A1,0.464,model_predicted
8287,להכנת,for the preparation of,B1,0.352,model_predicted
8288,אופטית,optical,B2,0.353,model_predicted
8289,המסה,dissolving,C1,0.605,model_predicted
8290,חולות,sands,B1,1.0,concordance
8291,בנגיף,in/with a virus / in/with the virus,A1,0.565,model_predicted
8292,שאלתי,I asked / I borrowed,A1,0.679,model_predicted
8293,ממעל,from above,A1,0.672,model_predicted
8294,משרות,jobs / positions / marinades (n.),B1,1.0,concordance
8295,מעודי,I never / ever since,A2,0.401,model_predicted
8296,מזלי,my luck,A2,0.49,model_predicted
8297,מכם,from you (m.pl.),A1,0.672,model_predicted
8298,מטתי,my bed,A1,0.816,model_predicted
8299,למשול,to govern,C1,0.406,model_predicted
8300,תיכף,immediately / shortly,B1,0.367,model_predicted
8301,תפוש,occupied (m.s.),C1,0.439,model_predicted
8302,ויפה,and pretty / and good (m.s.) / and pretty / and good (f.s.),A1,0.687,model_predicted
8303,וֹאמר,and says (m.s.) / and a saying (n.) / and I will say,A1,0.734,model_predicted
8304,ופתאם,and suddenly,B2,0.394,model_predicted
8305,וחוץ,and out,A1,0.469,model_predicted
8306,ואשים,and I will put,A1,0.714,model_predicted
8307,ואשוב,and I will return,A1,0.714,model_predicted
8308,וארוץ,and I will run,A1,0.714,model_predicted
8309,ואצחק,and I will laugh,A1,0.714,model_predicted
8310,ואנחנו,and we / and us,A1,0.312,model_predicted
8311,שלשולים,diarrhea (pl.) / earthworms,C1,0.302,model_predicted
8312,שוה,equals (m.s.),A2,0.353,model_predicted
8313,פרוטה,dime / penny,B1,1.0,concordance
8314,עוקץ,sting / stings (m.s.),B2,0.393,model_predicted
8315,עפה,flew (f.s.),B1,0.413,model_predicted
8316,עברים,sides / Hebrew people,A2,0.47,model_predicted
8317,חתיכה,piece,A2,0.523,model_predicted
8318,חוטים,wires,B1,0.341,model_predicted
8319,חשתי,I felt / I rushed,A2,0.327,model_predicted
8320,אחור,back / backward / rear,A1,0.553,model_predicted
8321,אגיד,I will say,A1,0.714,model_predicted
8322,חרש,quietly / deaf,B2,0.353,model_predicted
8323,כתבתי,I wrote,A1,0.465,model_predicted
8324,הלז,this one,A1,0.788,model_predicted
8325,הענינים,the matters,A2,0.369,model_predicted
8326,הזחל,the caterpillar,C1,0.448,model_predicted
8327,הכנימות,the aphids,C1,0.477,model_predicted
8328,הגונה,decent / honest (f.s.),B1,0.297,model_predicted
8329,הבתה,the waste land,B2,0.38,model_predicted
8330,הניר,the plowed field,B2,0.351,model_predicted
8331,דומני,I think,A1,0.492,model_predicted
8332,בקפיצה,[by] jumping,B1,0.482,model_predicted
8333,בעשב,in the grass / in the weed,A1,0.535,model_predicted
8334,בכפי,in my palm / in my spoon,A1,0.508,model_predicted
8335,בנפשך,[with] your soul / at the risk of your life (something very important) (m.s.) / [with] your soul / at the risk of your life (something very important) (f.s.),A1,0.565,model_predicted
8336,בנחת,calmly / peacefully,B2,0.345,model_predicted
8337,נעזב,was left (m.s.),A2,0.447,model_predicted
8338,נאנחה,moaned (f.s.),C1,0.378,model_predicted
8339,נגשתי,I approached,B2,0.387,model_predicted
8340,מפי,from the mouth of / from my mouth,A1,0.672,model_predicted
8341,מכף,from a palm / from the palm of / from a spoon,A1,0.672,model_predicted
8342,מניות,stocks,A2,0.372,model_predicted
8343,לבכות,to cry,A1,0.357,model_predicted
8344,תענוג,pleasure,B1,0.449,model_predicted
8345,והיער,and the forest,A1,0.401,model_predicted
8346,שוטר,policeman,A2,0.378,model_predicted
8347,שקר,lie,B1,0.396,model_predicted
8348,שעלינו,that is/are on us / that is/are about us (m.s.) / that we went up / that we climbed,A1,0.795,model_predicted
8349,איומה,terrible / horrible (f.s.),B1,0.384,model_predicted
