word,transliteration,meaning,part_of_speech,root,binyan,cefr_level
"אדמו""ר",'dmvr,His name is Adam.,noun,,,C2
אורון,'vrvn,Oron,propn,,,C2
חחך,chchch,It's a funny story.,verb,ח-ח-כ,PAAL,C2
איגרת,'ygrt,A framework for this.,noun,,,C2
אידיאולוגיה,'ydy'vlvgyh,Ideology is a matter of opinion.,noun,,,C2
אייזיק,'yyzyk,Isaac is the father of Isaac.,propn,,,C2
אייפון,'yyfvn,The iPhone,noun,,,C2
אמיתות,'mytvt,Truths and facts.,noun,,,C2
אמריקן,'mrykn,American American,propn,,,C2
אנני,'nny,Annie is the one.,propn,,,C2
אפיק,'fyk,I'm going to be able to do it.,noun,,,C2
ארגוני,'rgvny,organized,adj,,,C2
ארם,'rm,Arem,propn,,,C2
אתרוג,'trvg,You will die.,noun,,,C2
בטבה,vtvh,In her stomach.,propn,,,C2
בידה,vydh,In her hand.,noun,,,C2
גברתי,gvrty,"Ma'am, you are welcome.",propn,,,C2
גרבי,grvy,Socks are a big part of it.,noun,,,C2
"ד""ש",dsh,"ד""ש",propn,,,C2
דרקון,drkvn,Dragon is a dragon.,noun,,,C2
הבקבוק,hvkvvk,The bottle,propn,,,C2
הנר,hnr,הנר,propn,,,C2
הנרה,hnrh,Henna is the name of the game.,noun,,,C2
הרסה,hrsh,Destruction of the city.,verb,ה-ר-ה,PAAL,C2
הש,hsh,I'm going to tell you the truth.,propn,,,C2
חופה,chvfh,His birthday is celebrated.,noun,,,C2
חורין,chvryn,A hole in the ground.,propn,,,C2
חרפה,chrfh,Shame on you.,noun,,,C2
טבעה,tv'h,Diving in the water.,noun,,,C2
טד,td,Ted is the one who made the decision.,propn,,,C2
טופ,tvf,The top is the top.,propn,,,C2
טוקיו,tvkyv,Tokyo is the city of Tokyo.,propn,,,C2
טיהור,tyhvr,Cleansing is done.,noun,,,C2
טיילר,tyylr,Tyler is a good man.,propn,,,C2
טמא,tm',I'm going to tell you about your uncle.,noun,,,C2
טרומן,trvmn,Truman is the author of the book.,propn,,,C2
"י""ל",yl,I'm going to tell you.,propn,,,C2
יורי,yvry,Yuri is a member of Yuri.,propn,,,C2
יחיא,ychy',It's going to be a big hit.,propn,,,C2
כז,chz,"As a result, the company is still in business.",propn,,,C2
כניעה,chny'h,Submission to the throne.,noun,,,C2
לאמה,l'mh,to his mother.,propn,,,C2
לבוב,lvvv,to Bob's heart.,propn,,,C2
גלש,glsh,Gloss,verb,ג-ל-ש,PAAL,C2
המחיש,hmchysh,The point is that it's not.,verb,מ-ח-ש,HIFIL,C2
השכיר,hshchyr,The secretary of state,verb,ש-כ-ר,HIFIL,C2
התגרש,htgrsh,Divorce is a good thing.,verb,ג-ר-ש,HITPAEL,C2
התנתק,htntk,Disconnected.,verb,נ-ת-ק,HITPAEL,C2
ליקוי,lykvy,Leakage of data.,noun,,,C2
למחלה,lmchlh,From disease to disease.,adv,,,C2
לנגב,lngv,It's not enough.,propn,,,C2
לנין,lnyn,to the next one.,propn,,,C2
לקפה,lkfh,To the coffee.,adv,,,C2
מוניקה,mvnykh,Monica is the one.,propn,,,C2
מטווח,mtvvch,From the range,noun,,,C2
מיגון,mygvn,Migration is a process.,noun,,,C2
מעזה,m'zh,from the Gaza Strip.,adv,,,C2
משנית,mshnyt,Secondary,noun,,,C2
מתחנה,mtchnh,from the station.,noun,,,C2
ניידות,nyydvt,mobility.,noun,,,C2
נמחק,nmchk,We will delete it.,verb,נ-מ-ק,NIFAL,C2
נקלע,nkl',The point of contact.,verb,נ-ק-ע,NIFAL,C2
נשמת,nshmt,Soul is the soul.,verb,נ-ש-ת,PAAL,C2
סוכריות,svchryvt,Candies are sweet.,noun,,,C2
סטייט,styyt,State State,propn,,,C2
סילוק,sylvk,Silock,noun,,,C2
עורף,'vrf,The back of the neck.,noun,,,C2
עמדי,'mdy,I'm going to try to get a new one.,propn,,,C2
ערבה,'rvh,Arabic Arabic Arabic Arabic Arabic Arabic Arabic Arabic Arabic,noun,,,C2
פחת,fcht,You've lost a lot of weight.,noun,,,C2
פיזיקה,fyzykh,Physics is a field of study.,noun,,,C2
פלט,flt,Flight,propn,,,C2
פסיפס,fsyfs,The physis,noun,,,C2
פרסה,frsh,Prize,noun,,,C2
קאנטרי,k'ntry,Country is the country.,propn,,,C2
קוטר,kvtr,It's a quarter of the way through.,noun,,,C2
קוקוס,kvkvs,Coconut is a coconut.,propn,,,C2
קירור,kyrvr,Cooling and cooling.,noun,,,C2
רישוי,ryshvy,Licensing is required.,noun,,,C2
שברור,shvrvr,It's obvious.,adv,,,C2
שוט,shvt,A foolish man.,noun,,,C2
שוער,shv'r,The haircut.,noun,,,C2
שטיין,shtyyn,The stone,propn,,,C2
שירלי,shyrly,Shirley is a great writer.,propn,,,C2
שכדי,shchdy,That's why,adv,,,C2
שמביל,shmvyl,It's the same for the rest of us.,verb,ש-מ-ל,PAAL,C2
שנכון,shnchvn,That's right.,adv,,,C2
שעוע,sh'v',Beans are made from beans.,noun,,,C2
תמימות,tmymvt,Innocence is the key to success.,noun,,,C2
הקח,hkch,Take it easy.,verb,ה-ק-ח,PAAL,C2
תקציבי,tktzyvy,Budgetary,adj,,,C2
תיר,tyr,Sing a song.,noun,,,C2
שימר,shymr,Keep it up.,verb,ש-מ-ר,PAAL,C2
אדיוט,'dyvt,You are an idiot.,propn,,,C2
אוחנה,'vchnh,The store is closed.,propn,,,C2
אונייה,'vnyyh,A ship.,noun,,,C2
אוסטין,'vstyn,Austin,propn,,,C2
אייס,'yys,The ice cream.,propn,,,C2
אירופי,'yrvfy,European European,adj,,,C2
אלמוני,'lmvny,I'm an unknown.,propn,,,C2
אמסטרדם,'mstrdm,Amsterdam is the city of Amsterdam.,propn,,,C2
אקח,'kch,I'll take it.,verb,א-ק-ח,PAAL,C2
בט,vt,בט בט,noun,,,C2
ביש,vysh,It's a bit of a mess.,propn,,,C2
בעימות,v'ymvt,In a struggle with each other.,adv,,,C2
גיבסון,gyvsvn,Gibson is the only one.,propn,,,C2
גנבה,gnvh,Stealing is stealing.,propn,,,C2
הוצע,hvtz',The proposal was made.,verb,ו-צ-ע,HUFAL,C2
היפ,hyf,Hip-hop is the name of the game.,propn,,,C2
הפלה,hflh,The fruit is a fruit.,noun,,,C2
השתלטות,hshtltvt,The takeover.,noun,,,C2
חודר,chvdr,Entered by the entrance.,adj,,,C2
חלקת,chlkt,It's a smooth ride.,noun,,,C2
יוגורט,yvgvrt,Yogurt is also available.,noun,,,C2
יתד,ytd,It's going to be a lot of fun.,noun,,,C2
כונן,chvnn,The drive,noun,,,C2
כלה,chlh,The bride is the bride.,noun,,,C2
לאחי,l'chy,to my brother.,propn,,,C2
"לד""ר",ldr,to Dr. Seuss.,propn,,,C2
לוט,lvt,Lot's family was also involved.,propn,,,C2
לחלופין,lchlvfyn,to the alternative.,adv,,,C2
לנה,lnh,I'm going to have to go to the bathroom.,propn,,,C2
מדין,mdyn,I'm going to tell you something.,noun,,,C2
הובן,hvvn,It was understood.,verb,ה-ב-נ,PUAL,C2
מונרו,mvnrv,Monroe is the only one.,propn,,,C2
הותנה,hvtnh,And now it's time to move on.,verb,ה-ת-ה,PUAL,C2
"מזכ""ל",mzchl,It's a threat.,noun,,,C2
החוייב,hchvyyv,The fiancé is engaged.,verb,ה-ח-ב,PUAL,C2
מחולל,mchvll,Produced by,noun,,,C2
חיזק,chyzk,He was stronger.,verb,ח-ז-ק,PIEL,C2
מנהרה,mnhrh,A tunnel is a tunnel.,noun,,,C2
מסכה,mschh,A mask is a mask.,noun,,,C2
מעשיך,m'shych,Keep going.,noun,,,C2
מפתה,mfth,It is tempting.,verb,מ-פ-ה,PAAL,C2
צוייד,tzvyyd,I'm going to try and make it work.,verb,צ-ו-י,PUAL,C2
הציק,htzyk,It's a bit of a shock.,verb,צ-י-ק,HIFIL,C2
מריחה,mrychh,Smell and smell.,noun,,,C2
התבסס,htvss,It's based on the foundation.,verb,ב-ס-ס,HITPAEL,C2
מתוקן,mtvkn,Repaired,adj,,,C2
נבדק,nvdk,We will be tested.,verb,נ-ב-ק,NIFAL,C2
נעילה,n'ylh,Locked up.,noun,,,C2
נפוליאון,nfvly'vn,Napoleon was a great man.,propn,,,C2
נציגות,ntzygvt,representations,noun,,,C2
"סא""ל",s'l,It's the first time I've seen it.,noun,,,C2
סבסטיאן,svsty'n,Sebastian is the only one.,propn,,,C2
סוניה,svnyh,Sonya,propn,,,C2
סטטיסטיקה,sttystykh,Statistics are the statistics.,noun,,,C2
סירוב,syrvv,Refusal to accept,noun,,,C2
עינוי,'ynvy,Torture is a form of torture.,noun,,,C2
פצע,ftz',The wound is wounded.,noun,,,C2
פרת,frt,A cow is a cow.,propn,,,C2
צרכיו,tzrchyv,It's a need.,noun,,,C2
קולך,kvlch,Your voice is your voice.,propn,,,C2
רווה,rvvh,It's a lot of fun.,adj,,,C2
רכס,rchs,It's a great way to get started.,noun,,,C2
שא,sh',That's why I'm here.,verb,,PAAL,C2
שזוהו,shzvhv,That's what it's all about.,pron,,,C2
שלוחה,shlvchh,It's a mess.,noun,,,C2
תמידי,tmydy,It's going to be forever.,adj,,,C2
תנין,tnyn,Give it a try.,noun,,,C2
תיקן,tykn,Repaired,verb,ת-ק-נ,PAAL,C2
תנה,tnh,Give me a gift.,verb,ת-נ-ה,PAAL,C2
"אחה""צ",'chhtz,I'm going to try and get a copy.,adv,,,C2
איב,'yv,I'm not sure.,propn,,,C2
אינפורמציה,'ynfvrmtzyh,information information information,noun,,,C2
אליאס,'ly's,Elias is the author of the book.,propn,,,C2
אמיל,'myl,Emil,propn,,,C2
אצילי,'tzyly,A noble family.,adj,,,C2
ארנולד,'rnvld,Arnold is the first.,propn,,,C2
ג'ונג,gvng,G'ong is the name of the game.,propn,,,C2
גזל,gzl,He was a thief.,propn,,,C2
גיי,gyy,Gay is gay.,propn,,,C2
גייטס,gyyts,Gates is the only one.,propn,,,C2
דאבל,d'vl,Double the number.,noun,,,C2
דותן,dvtn,I'm going to do some research.,propn,,,C2
דחיפה,dchyfh,Push the pressure.,noun,,,C2
האו,h'v,How are you?,propn,,,C2
הגט,hgt,It's the same as the original.,propn,,,C2
הודאה,hvd'h,A confession is a confession.,noun,,,C2
התחדשות,htchdshvt,The renovation is complete.,noun,,,C2
חתר,chtr,He is the only one who can do it.,verb,ח-ת-ר,PAAL,C2
חטיף,chtyf,The snack is a snack.,noun,,,C2
חלוק,chlvk,Partitioned,noun,,,C2
חנינא,chnyn',He was kind to me.,propn,,,C2
טחינה,tchynh,The milling process.,noun,,,C2
טרח,trch,It's hard to do that.,verb,ט-ר-ח,PAAL,C2
יאן,y'n,Yan is a young man.,propn,,,C2
"יו""ד",yvd,The U.S.A.,noun,,,C2
ייעודי,yy'vdy,It is unique.,adj,,,C2
יפת,yft,It is beautiful.,propn,,,C2
"כיו""ר",chyvr,That's why I'm here.,noun,,,C2
לארון,l'rvn,to Aaron.,propn,,,C2
בגד,vgd,Dressed in clothes.,verb,ב-ג-ד,PAAL,C2
לגביה,lgvyh,about her.,adv,,,C2
לגג,lgg,to the roof.,propn,,,C2
לגישה,lgyshh,to access.,adv,,,C2
העמיק,h'myk,The depths,verb,ע-מ-ק,HIFIL,C2
הפליג,hflyg,The boat,verb,פ-ל-ג,HIFIL,C2
התאחד,ht'chd,The United Nations was united.,verb,א-ח-ד,HITPAEL,C2
לולי,lvly,Lolly,propn,,,C2
לחייה,lchyyh,Life's too short.,propn,,,C2
לכתבה,lchtvh,For the article,adv,,,C2
למחוז,lmchvz,to the district.,adv,,,C2
מיצה,mytzh,Juice is a must.,verb,מ-צ-ה,PIEL,C2
לן,ln,I'm going to tell you about them.,propn,,,C2
לס,ls,לס,propn,,,C2
מוגזם,mvgzm,It's too much.,adj,,,C2
מוזיקלי,mvzykly,Musical and musical.,adj,,,C2
מום,mvm,I'm going to tell you something.,noun,,,C2
מונופול,mvnvfvl,Monopoly is a monopoly.,noun,,,C2
מונטנה,mvntnh,Montana is a state of emergency.,propn,,,C2
מורד,mvrd,Rebellion and rebellion.,noun,,,C2
מיומן,myvmn,Qualified,adj,,,C2
מסתור,mstvr,It's hiding away.,noun,,,C2
מפלה,mflh,I'm sorry about that.,noun,,,C2
מקצת,mktzt,It's a bit of a mess.,noun,,,C2
משירות,mshyrvt,from services,noun,,,C2
משכיל,mshchyl,education,adj,,,C2
מתוקף,mtvkf,Attacked by an attacker,adv,,,C2
התחזה,htchzh,The play is a performance.,verb,ח-ז-ה,HITPAEL,C2
מתיחות,mtychvt,Tensions are high.,noun,,,C2
מתכונת,mtchvnt,It's a mechanical device.,noun,,,C2
נחטף,nchtf,We were kidnapped.,verb,נ-ח-פ,NIFAL,C2
נירא,nyr',Nira,verb,נ-ר-א,PAAL,C2
נרדף,nrdf,We're going to be chased.,verb,נ-ר-פ,NIFAL,C2
נשך,nshch,We're going to have to move on.,verb,נ-ש-כ,PAAL,C2
סהר,shr,The moon.,noun,,,C2
סחיטה,schyth,blackmail and extortion.,noun,,,C2
סיטואציה,sytv'tzyh,The situation is different.,noun,,,C2
סינון,synvn,The filter is filtered.,noun,,,C2
ספרתי,sfrty,I've been counting.,verb,ס-פ-י,PIEL,C2
עיוות,'yvvt,distortions and distortions.,noun,,,C2
פוקר,fvkr,Poker is a game of chance.,noun,,,C2
פורח,fvrch,It blooms and blooms.,adj,,,C2
פחמן,fchmn,Carbon dioxide is the source of all energy.,noun,,,C2
פיוס,fyvs,Peace is a peaceful process.,propn,,,C2
פישמן,fyshmn,Fishman,propn,,,C2
פשיטה,fshyth,The raid was a raid.,noun,,,C2
צאי,tz'y,Come out of the closet.,propn,,,C2
קומו,kvmv,"Get up, get up!",noun,,,C2
קוקה,kvkh,Coca-Cola is the name of the company.,noun,,,C2
קייל,kyyl,Kyle is the one.,propn,,,C2
קישוט,kyshvt,A sketch is a sketch.,noun,,,C2
ראשות,r'shvt,Heads of State,noun,,,C2
רואה,rv'h,See See,propn,,,C2
רובינסון,rvvynsvn,Robinson was the first to do so.,propn,,,C2
רוחה,rvchh,The spirit of it.,propn,,,C2
רקמה,rkmh,Weaving is a very important part of life.,noun,,,C2
שבבית,shvvyt,In the house.,noun,,,C2
שבועה,shvv'h,I swear by it.,noun,,,C2
שיכולות,shychvlvt,who can.,adv,,,C2
שילד,shyld,A child,noun,,,C2
שילוח,shylvch,Payment of the payment.,noun,,,C2
שלכאורה,shlch'vrh,"who, apparently,",adv,,,C2
שראית,shr'yt,Have you seen it?,intj,,,C2
תושבה,tvshvh,"The population of the village is about 70,000.",noun,,,C2
תיאוריות,ty'vryvt,Theories have been put forward.,noun,,,C2
תיווך,tyvvch,The mediator.,noun,,,C2
תרגול,trgvl,Exercise is what you do.,noun,,,C2
אובייקט,'vvyykt,Object,noun,,,C2
אינטליגנציה,'yntlygntzyh,Intelligence is the key.,noun,,,C2
אינסוף,'ynsvf,There is no end to it.,noun,,,C2
אליקים,'lykym,The aliens are the aliens.,propn,,,C2
אנטון,'ntvn,Anton,propn,,,C2
אספה,'sfh,A collection of books.,verb,א-ס-ה,PAAL,C2
אריאלי,'ry'ly,Arial,propn,,,C2
אשב,'shv,I'm going to sit down.,verb,א-ש-ב,PAAL,C2
אשרי,'shry,Ashri,propn,,,C2
ביננו,vynnv,Between us.,adv,,,C2
בייר,vyyr,Bayer,noun,,,C2
ג'ינג'ר,gyngr,G'ing'r,propn,,,C2
ג'מאל,gm'l,I'm on the left.,propn,,,C2
גומלין,gvmlyn,Gummlin is the one.,noun,,,C2
גירוי,gyrvy,The stimulus is stimulated.,noun,,,C2
גרידא,gryd',It's not a problem.,adv,,,C2
הויכוח,hvychvch,Disputes are ongoing.,noun,,,C2
הוסר,hvsr,It's been removed.,verb,ו-ס-ר,HUFAL,C2
הועד,hv'd,The Minister,noun,,,C2
הצלחה,htzlchh,Success is achieved.,noun,,,C2
חבית,chvyt,A barrel of wine.,noun,,,C2
חולין,chvlyn,It's a little bit like that.,noun,,,C2
חטיפה,chtyfh,Kidnapping is a crime.,noun,,,C2
חסימה,chsymh,Blockage,noun,,,C2
חצי,chtzy,Half of it.,noun,,,C2
טורבו,tvrvv,Turbo is a turbo.,propn,,,C2
טמפרטורה,tmfrtvrh,Temperature is low.,noun,,,C2
יאסר,y'sr,Jail is a state of emergency.,propn,,,C2
יחסו,ychsv,Their relationship with each other.,noun,,,C2
יל,yl,A child is born.,propn,,,C2
כפף,chff,A glove is a glove.,verb,כ-פ-פ,PUAL,C2
כר,chr,It's the first time I've seen it.,noun,,,C2
דפס,dfs,I'm going to print it.,propn,,,C2
העליב,h'lyv,The offense is offensive.,verb,ע-ל-ב,HIFIL,C2
לונה,lvnh,Luna is the one.,propn,,,C2
ליהוה,lyhvh,To Jehovah is the name.,propn,,,C2
לינדה,lyndh,Linda is the one.,propn,,,C2
ללבנון,llvnvn,to Lebanon,adv,,,C2
למשא,lmsh',For the vehicle.,adv,,,C2
לשכה,lshchh,to lie down.,noun,,,C2
מאייר,m'yyr,Mayer Mayer,propn,,,C2
מגבה,mgvh,From the back to the back.,noun,,,C2
מגן,mgn,A shield is a shield.,noun,,,C2
מזכרת,mzchrt,Do you remember?,noun,,,C2
מחמש,mchmsh,From five,adv,,,C2
מיסוי,mysvy,The mission is to find a way.,noun,,,C2
מכן,mchn,Of you.,noun,,,C2
מסנן,msnn,Filtering is done.,noun,,,C2
מעסיק,m'syk,employer,noun,,,C2
קירר,kyrr,Kyerer is the only one.,noun,,,C2
משבט,mshvt,A tribe of people.,adv,,,C2
משימוש,mshymvsh,of use.,noun,,,C2
סאלח,s'lch,Ask the question.,propn,,,C2
סודאן,svd'n,Sudan,propn,,,C2
סוכרת,svchrt,Sugar is the key to success.,noun,,,C2
סינגל,syngl,A single song.,noun,,,C2
סיקור,sykvr,A review of the report.,noun,,,C2
סקוטי,skvty,Scotland,adj,,,C2
עבדות,'vdvt,slavery.,noun,,,C2
עגלה,'glh,A carriage.,noun,,,C2
עטוף,'tvf,Wrapped up.,verb,ע-ט-פ,PAAL,C2
עלמא,'lm',I'm going to tell you about my mother.,propn,,,C2
ערימה,'rymh,A lot of people.,noun,,,C2
עשי,'shy,Let's do it again.,verb,ע-ש-י,PAAL,C2
פמיניסטי,fmynysty,Feminist and feminist.,adj,,,C2
פרנץ,frntz,France France,propn,,,C2
צ'אק,tz'k,Chuck is the one.,propn,,,C2
צבעון,tzv'vn,The color of the color.,noun,,,C2
ציפורן,tzyfvrn,A nail is a nail.,noun,,,C2
צמחוני,tzmchvny,Vegetarian,adj,,,C2
קאן,k'n,Khan,propn,,,C2
קדיש,kdysh,It is dedicated to Kṛṣṇa.,propn,,,C2
קהלה,khlh,The audience is the audience.,propn,,,C2
קטין,ktyn,The youngest child.,noun,,,C2
קצות,ktzvt,The tips are the tips.,noun,,,C2
קריסה,krysh,The fall of the city.,noun,,,C2
רוחניות,rvchnyvt,Spirituality is the essence of spirituality.,noun,,,C2
שבץ,shvtz,A stroke.,noun,,,C2
שובה,shvvh,Shuba is a well-known figure.,propn,,,C2
שודד,shvdd,Robbery and robbery.,noun,,,C2
שיתוק,shytvk,Paralysis is the result of paralysis.,noun,,,C2
שך,shch,It's all black and white.,propn,,,C2
שלף,shlf,Step by step.,verb,ש-ל-פ,PAAL,C2
שמיכה,shmychh,A blanket is a blanket.,noun,,,C2
שקרן,shkrn,A liar and a liar.,noun,,,C2
שרוף,shrvf,It's hot and dry.,noun,,,C2
שריף,shryf,Sheriff's office.,propn,,,C2
תדירות,tdyrvt,Frequencies,noun,,,C2
תיל,tyl,It's a wire.,noun,,,C2
תמהה,tmhh,It's a great feeling.,verb,ת-מ-ה,PAAL,C2
תפתח,tftch,Open the door.,verb,ת-פ-ח,PAAL,C2
תקנון,tknvn,The rules and regulations.,noun,,,C2
תרמית,trmyt,Heating is cheating.,noun,,,C2
באדולף,v'dvlf,In the name of Adolph.,propn,,,C2
אובר,'vvr,Over and over.,propn,,,C2
אולגה,'vlgh,Olga is a member of the family.,propn,,,C2
אופוזיציה,'vfvzytzyh,Opposition is on the rise.,noun,,,C2
אימפריה,'ymfryh,The empire is an empire.,noun,,,C2
אירוסין,'yrvsyn,The romance is over.,noun,,,C2
אירי,'yry,Irish,propn,,,C2
אלגוריה,'lgvryh,Algorithm of the Algorithm,noun,,,C2
אנגל,'ngl,English English,propn,,,C2
אפים,'fym,The mouths are full of pimples.,noun,,,C2
בורר,vvrr,The burner is the burner.,noun,,,C2
ביסוס,vysvs,The bison is a bison.,noun,,,C2
"ג""כ",gch,"""It's not easy.",noun,,,C2
ג'סיקה,gsykh,Jessica is the one.,propn,,,C2
גידי,gydy,I'm going to get a grip on it.,propn,,,C2
דאם,d'm,I'm not sure what to do.,propn,,,C2
דורה,dvrh,Dora is the one.,propn,,,C2
דיבה,dyvh,A dickhead.,noun,,,C2
דמיוני,dmyvny,My imagination is similar.,adj,,,C2
הואשם,hv'shm,He was charged with murder.,verb,ו-א-מ,HUFAL,C2
הווי,hvvy,The Way The Way,noun,,,C2
הסכמה,hschmh,Consent Consent,noun,,,C2
הריאה,hry'h,The lung.,noun,,,C2
השקה,hshkh,The drink.,noun,,,C2
התארגנות,ht'rgnvt,The organization is organized.,noun,,,C2
התמכרות,htmchrvt,Addicted to addiction.,noun,,,C2
זבוב,zvvv,Flies are flies.,noun,,,C2
חביה,chvyh,A lot of sugar.,noun,,,C2
חוזק,chvzk,Strong and strong.,noun,,,C2
חוכמה,chvchmh,Wisdom is wisdom.,noun,,,C2
חילון,chylvn,It's a disgrace.,noun,,,C2
חסין,chsyn,Hasan,propn,,,C2
טבלה,tvlh,A table,noun,,,C2
יגל,ygl,I'm going to try to make it work.,verb,י-ג-ל,PAAL,C2
יולדת,yvldt,Birthdays,noun,,,C2
יומו,yvmv,The day is here.,propn,,,C2
יונק,yvnk,Yonk is the name of the game.,noun,,,C2
אכף,'chf,I'm going to take care of you.,verb,א-כ-פ,PAAL,C2
התפשר,htfshr,You've made a compromise.,verb,פ-ש-ר,HITPAEL,C2
לט,lt,Let's get to know each other.,propn,,,C2
לכתובת,lchtvvt,The address is,adv,,,C2
לשמות,lshmvt,to the names,verb,ש-מ-ת,PAAL,C2
תפר,tfr,Stitching is a way of life.,verb,ת-פ-ר,PAAL,C2
מאבא,m'v',From my father.,propn,,,C2
מאל,m'l,From time to time.,propn,,,C2
מולם,mvlm,It's a great place to visit.,adv,,,C2
מורחב,mvrchv,It's wide open.,adj,,,C2
מחרוזת,mchrvzt,A string of strings.,noun,,,C2
מירה,myrh,Mirah,propn,,,C2
מלוח,mlvch,Salt is salt.,adj,,,C2
מלפן,mlfn,From searching.,adv,,,C2
ממלכתי,mmlchty,My kingdom is my kingdom.,adj,,,C2
מסין,msyn,From China,propn,,,C2
מעטפת,m'tft,The envelope.,noun,,,C2
מעשר,m'shr,Ten out of ten.,noun,,,C2
מצגת,mtzgt,The presentation is a presentation.,noun,,,C2
מצידי,mtzydy,from me.,adv,,,C2
מרוכז,mrvchz,Focused.,verb,מ-ר-ז,PUAL,C2
מרינה,mrynh,Marina,propn,,,C2
משטרתי,mshtrty,My police officer,adj,,,C2
משלים,mshlym,Complementary to each other.,verb,מ-ש-מ,HIFIL,C2
נזקק,nzkk,needed.,verb,נ-ז-ק,NIFAL,C2
נילי,nyly,Neely,propn,,,C2
נכח,nchch,Presence is present.,verb,נ-כ-ח,PAAL,C2
נסתר,nstr,We are going to hide.,adj,,,C2
נענע,n'n',It's not a bad idea.,propn,,,C2
סיגל,sygl,A seal,propn,,,C2
סמינר,smynr,A seminar is held.,noun,,,C2
סקרן,skrn,Curious?,noun,,,C2
עדשה,'dshh,The lens.,noun,,,C2
עמיד,'myd,It's going to be tough.,adj,,,C2
ערפל,'rfl,Mist is misty.,noun,,,C2
פאול,f'vl,Paul,propn,,,C2
צ'י,tzy,It's not that I'm not happy.,propn,,,C2
צבעוני,tzv'vny,Colorful and colourful.,adj,,,C2
צפן,tzfn,The booklet is a booklet.,noun,,,C2
ציפוי,tzyfvy,It's coated with coatings.,noun,,,C2
צלצול,tzltzvl,The bell rings.,noun,,,C2
קבוצתי,kvvtzty,My group.,adj,,,C2
קולית,kvlyt,It's loud and clear.,adv,,,C2
קומוניסטי,kvmvnysty,A communist.,noun,,,C2
קופץ,kvftz,Jumps up and down.,verb,ק-פ-צ,PAAL,C2
קלוש,klvsh,It's easy.,adj,,,C2
קרקס,krks,The circuses.,noun,,,C2
ראות,r'vt,Seeing is seeing.,propn,,,C2
ראשך,r'shch,Your head.,noun,,,C2
רביד,rvyd,Rabid,propn,,,C2
רוסו,rvsv,Russia is a country.,propn,,,C2
רטוב,rtvv,Wet and wet.,adj,,,C2
ריאליטי,ry'lyty,Reality is real.,noun,,,C2
ריאן,ry'n,"Ryan, you know.",propn,,,C2
ריקו,rykv,RICO is a great place to start.,propn,,,C2
רקדן,rkdn,Dancing is a dance.,noun,,,C2
שדומה,shdvmh,It's like that,propn,,,C2
שדרוג,shdrvg,Upgrades are required.,noun,,,C2
שיבוש,shyvvsh,Disruption of the system.,noun,,,C2
שקדם,shkdm,That's what we've done before.,adv,,,C2
תחזוקה,tchzvkh,Maintenance and maintenance.,noun,,,C2
פיסת,fyst,Piece by piece,verb,פ-ס-ת,PAAL,C2
אבדן,'vdn,We've lost a lot of people.,noun,,,C2
אביחי,'vychy,My parents and I.,propn,,,C2
אדגר,'dgr,Edgar,propn,,,C2
אדמירל,'dmyrl,Admiral,noun,,,C2
אווירי,'vvyry,The air is airy.,adj,,,C2
אחווה,'chvvh,The brotherhood.,noun,,,C2
אינטל,'yntl,Intel is the answer.,propn,,,C2
אירופאי,'yrvf'y,European,adj,,,C2
אפלה,'flh,The darkness is the darkness.,noun,,,C2
ביס,vys,Biss,propn,,,C2
ג'ינס,gyns,Jeans and jeans.,propn,,,C2
גופן,gvfn,body  body.,noun,,,C2
גמרא,gmr',Gmra  Gmra,noun,,,C2
גרניט,grnyt,Granite is the name of the game.,noun,,,C2
הוקי,hvky,Hokkaido is the name of the game.,propn,,,C2
הירקות,hyrkvt,Vegetables and vegetables.,noun,,,C2
הרה,hrh,It's a great day to be alive.,propn,,,C2
וויליאמס,vvyly'ms,Williams is a member.,propn,,,C2
זוועה,zvv'h,Horror is a terrible thing.,noun,,,C2
זלזול,zlzvl,It's a small thing.,noun,,,C2
זמנם,zmnm,Their time.,noun,,,C2
חגית,chgyt,A feast day.,propn,,,C2
"חו""ל",chvl,"""Foreign"" is the name of the game.",noun,,,C2
חיזבאללה,chyzv'llh,Hezbollah is the enemy of Hezbollah.,propn,,,C2
חמאת,chm't,You're hot.,noun,,,C2
טוויטר,tvvytr,Twitter is the answer.,propn,,,C2
טעים,t'ym,They are delicious.,adj,,,C2
יוז,yvz,Use it to your advantage.,propn,,,C2
ילידה,ylydh,The birth of a child.,noun,,,C2
כבוש,chvvsh,Conquered by conquest.,adj,,,C2
כפיר,chfyr,The walls of the city are covered with stone.,propn,,,C2
לאמונה,l'mvnh,to faith.,adv,,,C2
הכל,hchl,It's all about everything.,verb,ה-כ-ל,PAAL,C2
השתיק,hshtyk,Silence is silence.,verb,ש-ת-ק,HIFIL,C2
לחנויות,lchnvyvt,For the shops.,adv,,,C2
לירח,lyrch,to the moon.,verb,י-ר-ח,PIEL,C2
למ,lm,I'm going to tell you something.,propn,,,C2
למעשים,lm'shym,to action.,adv,,,C2
ניהג,nyhg,The approach is simple.,verb,נ-י-ה,PAAL,C2
לעשרות,l'shrvt,For decades.,adv,,,C2
לרנר,lrnr,to Lerner.,propn,,,C2
אורגן,'vrgn,Organised by the organist.,verb,א-ר-נ,PUAL,C2
מיוחס,myvchs,It's very special.,verb,מ-ח-ס,PUAL,C2
מסום,msvm,Summary,noun,,,C2
